source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
NA_40, uphold report,NA_4,koice seek ;  to have set judgment; court dismiss action;  seek annulment;  implement republic;  implement koice;  implement a.s;  implement .,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
A28,tfeu provide ; action be found ; company must be declare void,NA_20, to enable office;  to assess advantage; koice submit report; koice submit it; koice submit april; koice submit july;  draw auditor;  draw company,no-relation,prem,na,A2013_Frucona Košice a.s. v European Commission.xml,prem-na
NA_73,it follow ; authority would have have influence,NA_94,it have give weight,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
B6,commission find recital; finding can not lead annulment,NA_124,it submit ; institution have discretion; institution have regard; it assess situation; it assess light,no-relation,prem,na,A2013_Frucona Košice a.s. v European Commission.xml,prem-na
NA_29,koice pay sum; company respond 35,NA_93,court to ascertain ; commission have take information; commission have take account,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
NA_8,which have benefit past; which have benefit deferral;  to pay duty,NA_82,ground allege ; court err law; court err application,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
NA_92,information have influence process,NA_94,it have give weight,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
NA_36,commission adopt decision; part provide article; republic have implement koice;  amount skk; part order recovery; part order article,NA_66,it must be point ; report relate procedure; report do take account; report do take characteristic,no-relation,na,na,A2013_Frucona Košice a.s. v European Commission.xml,na-na
NA_166,foundation have link,NA_136,asset have be transfer ; justification result nature,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A2,appellant state ;  to be use framework; scheme have ferre advantage; scheme have ferre they; company have ferre advantage; company have ferre they,NA_37, establish number; system bring misalignment; system bring purpose,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_225,asset have be transfer system;  establish article; panie realign value; panie realign payment,NA_197, to take fact;  to take account; transfer have give rise; transfer have give payment;  realise transaction,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_193,panie to exit system,NA_98,commission decide ;  implement republic;  implement article; scheme stitute aid,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_110,,NA_106,company tend ; court should dismiss appeal; court should dismiss entirety; court should dismiss ground; appellant to pay t,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_107, lodge cross;  lodge -;  lodge appeal; it have submit court; it have receive aid,A11, regard reference; decision do number entity; decision do number way; asset be transfer law,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_216, realise transfer;  follow transfer; system be put place;  carry panie,NA_69,rate be set 12,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_178,,NA_136,asset have be transfer ; justification result nature,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_81,,NA_140,court should have rely situation,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_75,article amend article;  to enable panie;  to have recourse;  record sheet;  record number,NA_101,court respond plea; reason be state ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_92, provide article; it submit ;  provide scheme,NA_71,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_27, operate sector; fund be hold state; entity to have adopt form; entity to have adopt accordance;  lay number,NA_117,paragraph deal scheme; paragraph specify ; existence do call finding; existence do call question,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_185,appellant claim ;  reserve panie; asset have be transfer law; extension fer advantage; treatment be justify structure,NA_13,payment take place; payment take date,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_169,,C15,court have hold ; review be limit regard; review be limit case; measure e scope; company e scope,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_136,asset have be transfer ; justification result nature,NA_208,which have introduce differentiation; state to show ; it be justify nature,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_61,article provide ; scheme apply panie; asset have be transfer ,A7,commission find ;  establish law; system resemble system;  regard gain; which dictate ; that may be introduce legislature; scheme should be apply distinction; scheme should be apply dition; scheme should be apply gain;  realise text; republic have limit benefit; republic have limit undertaking;  reorganise law,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_214,system be justify desire;  to facilitate privatisation;  grant advantage,NA_148,appellant state ; they claim court; which have transfer asset; which have transfer system;  establish law; application be justify nature,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_101,court respond plea; reason be state ,NA_91, accord commission;  provide article;  realign reorganisation;  follow reorganisation; which make ;  to realise gain;  derive adjustment;  hold company,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_33,,NA_87,commission clude ;  put place;  put law; scheme stitute measure,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A4, accord appellant; rule be use framework,NA_32,it differ ; system be provide ,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_221,scheme be extend ,NA_154, accord appellant;  provide payment; scheme do have aim; scheme seek ; gain be tax ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A3bis,,NA_109,commission do request court;  to reconsider issue,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_211,,NA_3,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_166,foundation have link,NA_53,article govern scheme; article govern value;  record sheet;  record panie; which have be reorganise ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_35,riordino extend system; riordino extend transfer;  provide decree,NA_240,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_85, having describe rule;  govern treatment; there be advantage; commission hold point;  put place;  put respect;  put article;  put respect; scheme do number ;  stitute aid; value remain ; gain do materialise ; advantage be grant ,NA_207, set paragraph; cept do refer measure; which differentiate undertaking; differentiation arise nature; they form part,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_239,appeal be uphold part;  to bear t; they have incur court,NA_214,system be justify desire;  to facilitate privatisation;  grant advantage,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_163,article cerne panie; which have carry transfer,NA_207, set paragraph; cept do refer measure; which differentiate undertaking; differentiation arise nature; they form part,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_112,they criticise court;  having analyse characteristic;  pare it;  pare scheme; scheme have purpose,NA_160, refer article; article include situation; asset have be transfer decree;  transfer asset,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_15,there be legislation;  follow transfer;  stem restructuring,NA_88,tax do provide advantage; it be apply dition; it be apply panie; they be bank panie,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_158,company tinue ;  to exist respect; which have transfer asset; which have transfer law,NA_81,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
C8,it should be recall number; asset be transfer law;  reserve establishment;  reserve scheme,NA_107, lodge cross;  lodge -;  lodge appeal; it have submit court; it have receive aid,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_232,government justify scheme;  establish law; it give rise; it give taxation;  follow application,NA_57, pay tax; which hold asset; which possess share; panie realign value; panie realign asset,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_63, to be attribute share;  show sheet;  show year;  end december,A3,appellant claim ; number be use framework,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_2, bring september;  establish paris;  establish rome;  represent silvestri;  represent bucci;  act agent;  pose j.n.,NA_86,commission clude ; neutrality be justify logic; neutrality do stitute aid,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_10,value be adjust value;  give rise;  give recognition,NA_188,scheme exempt 95;  accrue disposal;  include respect;  receive exchange;  carry system;  establish article,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_80,law do extend application,NA_174, relate company; issue stitute issue; court have jurisdiction,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_201,,NA_8,value be step value,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_133,difference stem fact; restructuring be number carry basis,NA_172, regard ground; company tend ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A19,it follow ; court be require ;  to respond they,NA_125,it follow sideration; ground must be declare inadmissible,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_123, submit court; argument be make alternative; argument be make event,NA_153,assessment should be carry light;  pursue it,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_130,appellant be rely assumption,NA_12,mechanism allow ; number to be realign value; mechanism enable ; payment to be postpone date,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_149, relate transfer;  to neutralise risk,NA_188,scheme exempt 95;  accrue disposal;  include respect;  receive exchange;  carry system;  establish article,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
C16,court do find ,NA_208,which have introduce differentiation; state to show ; it be justify nature,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_134, reject argument; there be difference; asset have be transfer ; court make finding;  establish law;  to transfer asset;  to transfer panie; obligation arise 1993; obligation be introduce ; law recognise ; court find ; transfer to be carry basis; transfer to be carry entry,NA_101,court respond plea; reason be state ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_121,,NA_22,entity be tax 15; entity be tax rate,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_32,it differ ; system be provide ,NA_65, recognise purpose;  recognise panie,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_86,commission clude ; neutrality be justify logic; neutrality do stitute aid,NA_228,it must be state ;  set article; scheme exist time;  refer article; it can be not see extension;  establish article,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_225,asset have be transfer system;  establish article; panie realign value; panie realign payment,NA_130,appellant be rely assumption,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_114,court distort fact; court distort number;  take company;  take account;  cerne circular;  cerne ministry; court declare ; they produce stage,NA_105,appellant claim ; court should set judgment; court should set entirety; court should set appeal; court uphold form;  seek application;  initiate proceeding;  initiate instance;  refer case;  refer reconsideration;  refer light;  to pay t,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_72,,NA_20, to facilitate transaction;  entail transfer; article provide system; article provide panie;  realise transfer,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A12bis,it follow ;  make appellant;  make action;  make situation;  make fact; reform do remove risk; reform do remove entity;  distribute dividend,NA_62,article provide ;  carry law; ld apply tax; ld apply rate; ld apply difference; that be recognise purpose,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_207, set paragraph; cept do refer measure; which differentiate undertaking; differentiation arise nature; they form part,NA_26,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_14, refer decision; legislation relate taxation;  follow realignment,NA_221,scheme be extend ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_74,disposizioni extend scheme;  provide law,NA_62,article provide ;  carry law; ld apply tax; ld apply rate; ld apply difference; that be recognise purpose,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_171,company substitute ground; company reject argument; company reject substance; selectivity be justify nature,NA_14, refer decision; legislation relate taxation;  follow realignment,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_107, lodge cross;  lodge -;  lodge appeal; it have submit court; it have receive aid,NA_142,commission submit ; situation be improve ; situation worsen relation; that do mean ; court should take fact; court should take account; situation be treat past,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A6,court make observation;  relate choice;  make institution;  make framework; there be advantage,NA_54,article provide ; asset have be transfer law; panie apply tax; panie apply rate; panie apply difference;  receive result;  attribute asset;  attribute purpose,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_1,,NA_218,article provide opportunity; asset have be transfer transaction;  follow transaction;  carry law;  to realign value;  to realign purpose; they pay tax; they be realign value; they realign value,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_45,right apply asset;  transfer law; number be extend asset,NA_91, accord commission;  provide article;  realign reorganisation;  follow reorganisation; which make ;  to realise gain;  derive adjustment;  hold company,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_101,court respond plea; reason be state ,NA_107, lodge cross;  lodge -;  lodge appeal; it have submit court; it have receive aid,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_94, accord commission;  provide article; advantage can be not regard minimis,NA_24,system bring misalignment;  regard asset;  transfer record;  receive way,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_150,they submit ; court reject argument; court reject basis; company cerne panie; asset have be transfer law; company number entity,NA_184,judgment can be give point;  to examine plea;  put instance;  put appellant; scheme be justify nature;  seek instance;  seek appellant; form may be grant ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_24,system bring misalignment;  regard asset;  transfer record;  receive way,A19,it follow ; court be require ;  to respond they,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_171,company substitute ground; company reject argument; company reject substance; selectivity be justify nature,NA_181,article state ; provision apply panie; asset have be transfer decree,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_18, be regard purpose;  be regard sale;  accrue difference,NA_155,scheme be justify ; which have transfer asset,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_167,decision do number entity; they may be tax risk;  to justify grant,NA_28,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_84, having take number; commission adopt decision,NA_55, show sheet;  show year;  end date,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_19,,NA_50,scheme require payment;  record sheet;  record revaluation;  follow revaluation,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_195, make scheme;  establish law; scheme enable ;  arise system; misalignment to be eliminate ; ld be eliminate ,NA_138,appellant criticise court;  having hold paragraph; selectivity be prove fact; legislature have put scheme; legislature have put place;  draft law;  arise result,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_150,they submit ; court reject argument; court reject basis; company cerne panie; asset have be transfer law; company number entity,NA_33,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_47, put scheme;  put place;  cerne law,A4, accord appellant; rule be use framework,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_95, relate nature; commission hold ; scheme do represent adaptation; which have impact;  improve petitiveness,NA_34,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_62,article provide ;  carry law; ld apply tax; ld apply rate; ld apply difference; that be recognise purpose,NA_20, to facilitate transaction;  entail transfer; article provide system; article provide panie;  realise transfer,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
B3,court rely ground,NA_126,appellant criticise court;  having state paragraph; scheme be make obligatory; scheme be make entry; it be apply ,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_113,number do carry examination; number do carry decision; court err ; scheme allow ;  realise transfer;  follow transfer;  make law; gain to be realign ,NA_62,article provide ;  carry law; ld apply tax; ld apply rate; ld apply difference; that be recognise purpose,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_137,,NA_200,commission submit ; which transfer asset; which transfer law; which have become foundation,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_176,commission claim ; ground should be reject ,NA_153,assessment should be carry light;  pursue it,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_110,,NA_32,it differ ; system be provide ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_51,article provide scheme;  refer article;  realign value;  realign value;  record sheet,NA_93,commission hold ;  provide law;  provide law; legislature should have apply scheme; legislature should have apply 2003,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_230,appellant submit ;  establish article; which benefit panie; asset have be transfer scheme;  establish law; tinuance be link fact;  establish decree;  put place;  put reform; there be risk;  follow transfer;  carry system;  establish decree,NA_58,provision be make ;  to apply tax;  to apply rate; they decide ;  to realign value;  realign judgment,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_90, cerne transaction;  implement decree;  to benefit scheme,NA_49,article authorise undertaking;  to revalue asset;  stitute business; that be affiliate accordance; company stitute asset;  record sheet;  record number,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A8,company clude ; republic have ferre advantage; republic have ferre undertaking; company respond difference; that would have be pay ; realignment have take place; realignment have take absence,NA_161,,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
B1, state paragraph; appellant seek ; asset have be transfer law; asset have be transfer ,A21,they have interest;  challenge judgment,no-relation,prem,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-prem
NA_239,appeal be uphold part;  to bear t; they have incur court,NA_45,right apply asset;  transfer law; number be extend asset,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A9,court respond plaint;  regard choice;  use rule;  use profit;  use framework; court dismiss they; court dismiss term,C9,entity might have be tax ; there be possibility; that justify ; advantage be ferre bank; advantage be ferre mean,no-relation,prem,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-prem
NA_114,court distort fact; court distort number;  take company;  take account;  cerne circular;  cerne ministry; court declare ; they produce stage,NA_65, recognise purpose;  recognise panie,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_164, regard ground; commission submit point; which have transfer asset; which have transfer law; entity have become foundation,NA_20, to facilitate transaction;  entail transfer; article provide system; article provide panie;  realise transfer,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A9bis, examine scheme;  examine light; commission to envisage choice; that might have be make beneficiary; that might have be make absence; commission to examine scheme; it entail advantage; it entail standpoint; it entail reference; it derogate ; which would see case; which would see effect,NA_89,commission hold ;  result article; scheme do number stitute; scheme do number measure; it apply gain; it apply result;  realise institution;  effect law,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_121,,NA_57, pay tax; which hold asset; which possess share; panie realign value; panie realign asset,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_42, introduce measure,NA_75,article amend article;  to enable panie;  to have recourse;  record sheet;  record number,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_241,commission have apply t; paribas must be order ;  to pay t;  incur court,NA_143,appellant criticise court;  having approve position;  fall scope,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_71,,C9,entity might have be tax ; there be possibility; that justify ; advantage be ferre bank; advantage be ferre mean,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_60,difference be recognise purpose; difference be recognise respect; panie benefit system; panie benefit realignment,NA_198,application be balance fact; which benefit scheme;  to pay tax; which benefit scheme; those pay ,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_242,court set judgment; court set extent; it infringe article; tfeu dismiss action;  bring paribas;  order paribas;  order paribas;  to pay t;  incur court,NA_170,appellant have prove justification; appellant have prove nature,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A12,company sidere decision; there be advantage; company clude ,NA_157, put place;  put decree; system give rise; system give risk,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_173,appellant repeat argument; appellant repeat instance;  identify error;  mitte court,NA_143,appellant criticise court;  having approve position;  fall scope,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_107, lodge cross;  lodge -;  lodge appeal; it have submit court; it have receive aid,NA_182,reference be make provision; which relate ;  transfer entity,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_139, accord appellant; be must be assess light; be must be assess effect,NA_242,court set judgment; court set extent; it infringe article; tfeu dismiss action;  bring paribas;  order paribas;  order paribas;  to pay t;  incur court,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_232,government justify scheme;  establish law; it give rise; it give taxation;  follow application,NA_143,appellant criticise court;  having approve position;  fall scope,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A2,appellant state ;  to be use framework; scheme have ferre advantage; scheme have ferre they; company have ferre advantage; company have ferre they,NA_132,they state ; scheme be apply ; asset have be transfer law; asset have be transfer ,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_241,commission have apply t; paribas must be order ;  to pay t;  incur court,NA_26,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_217,legislature introduce scheme; legislature introduce number;  cite paragraph;  accrue transfer;  carry text,A16,realignment have be pare ; legislature have extend benefit; legislature have extend undertaking; that have be reorganise article,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_39, to pay tax,NA_133,difference stem fact; restructuring be number carry basis,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_21, recognise purpose; gain be realise ,B3,court rely ground,no-relation,na,prem,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-prem
NA_15,there be legislation;  follow transfer;  stem restructuring,NA_18, be regard purpose;  be regard sale;  accrue difference,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
A17,what be state ground; court do give reason; it observe ;  choose commission;  to respond argument; company pare scheme,NA_242,court set judgment; court set extent; it infringe article; tfeu dismiss action;  bring paribas;  order paribas;  order paribas;  to pay t;  incur court,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
A11, regard reference; decision do number entity; decision do number way; asset be transfer law,NA_231,which have receive share; which have receive exchange;  accrue disposal;  follow disposal,no-relation,prem,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,prem-na
NA_233, provide government; explanation show ;  to extend scheme;  provide article; which have transfer asset; which have transfer scheme;  lay decree; panie benefit scheme; which have transfer asset; which have transfer exchange; panie be tax realignment; panie be tax case,NA_9,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_2, bring september;  establish paris;  establish rome;  represent silvestri;  represent bucci;  act agent;  pose j.n.,NA_106,company tend ; court should dismiss appeal; court should dismiss entirety; court should dismiss ground; appellant to pay t,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_122, concern plaint; court distort fact;  regard circular; it declare item; appellant produce stage; it must be observe ; reasoning be expound court; reasoning be expound response; scheme have ferre advantage; scheme have ferre they; scheme have ferre light; company have ferre advantage; company have ferre they; company have ferre light,NA_33,,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
NA_121,,NA_157, put place;  put decree; system give rise; system give risk,no-relation,na,na,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission.xml,na-na
